,K,pc,s,mu,D,beta,u1eq,u2eq,bueq,r1eq,r2eq,Weq,NumInitials,C_s,C_D,difference,y_neg_invades,y_pos_invades,x_neg_invades,x_pos_invades
1346,0.341345,0.5,0.5,0.5,0.6,0.25,0.464176,0.464176,0.071647,0.883956,0.883956,2.657619,64,0.0432305515821713,-0.0040464146569967,0.0,True,False,False,True
1347,0.341345,0.5,0.5,0.5,0.6,0.5,0.461537,0.461537,0.076926,0.769231,0.769231,2.505582,64,0.0178929728948167,-0.0040068883279878,0.0,True,False,False,True
1348,0.341345,0.5,0.5,0.5,0.6,0.75,0.45853,0.45853,0.082939,0.656102,0.656102,2.35595,64,-0.0100620199069591,-0.0039150293277783,0.0,True,False,True,False
1349,0.341345,0.5,0.5,0.5,0.6,1.0,0.455089,0.455089,0.089823,0.544911,0.544911,2.209235,64,-0.0409219195896623,-0.0037506957437677,0.0,True,False,True,False
1350,0.341345,0.5,0.5,0.5,0.8,0.0,0.465977,0.465977,0.068045,1.0,1.0,2.80887,64,0.0644370528991278,-0.0041154653143861,0.0,True,False,False,True
1351,0.341345,0.5,0.5,0.5,0.8,0.25,0.463578,0.463578,0.072844,0.884106,0.884106,2.65516,64,0.0414265105059662,-0.0041177537060221,0.0,True,False,False,True
1352,0.341345,0.5,0.5,0.5,0.8,0.5,0.460854,0.460854,0.078291,0.769573,0.769573,2.50352,64,0.0161051110570299,-0.0040823424662191,0.0,True,False,False,True
1353,0.341345,0.5,0.5,0.5,0.8,0.75,0.457748,0.457748,0.084505,0.656689,0.656689,2.354381,64,-0.0117876812097935,-0.0039940309268879,0.0,True,False,True,False
1354,0.341345,0.5,0.5,0.5,0.8,1.0,0.454187,0.454187,0.091626,0.545813,0.545813,2.208282,64,-0.0425169752429077,-0.0038327473017188,0.0,True,False,True,False
1355,0.341345,0.5,0.5,0.5,1.0,0.0,0.465432,0.465432,0.069137,1.0,1.0,2.806002,64,0.0625841958817799,-0.0041850341961751,0.0,True,False,False,True
1356,0.341345,0.5,0.5,0.5,1.0,0.25,0.462958,0.462958,0.074085,0.884261,0.884261,2.652617,64,0.0395565544472568,-0.0041918306769803,0.0,True,False,False,True
1357,0.341345,0.5,0.5,0.5,1.0,0.5,0.460146,0.460146,0.079708,0.769927,0.769927,2.501382,64,0.0142482355310767,-0.0041607053155935,0.0,True,False,False,True
1358,0.341345,0.5,0.5,0.5,1.0,0.75,0.456934,0.456934,0.086132,0.6573,0.6573,2.352749,64,-0.0135854199470621,-0.0040764507161442,0.0,True,False,True,False
1359,0.341345,0.5,0.5,0.5,1.0,1.0,0.453248,0.453248,0.093505,0.546752,0.546752,2.207283,64,-0.0441842531744969,-0.0039184325003943,0.0,True,False,True,False
1360,0.382925,0.308538,0.5,0.0,-2.0,0.0,0.432948,0.432948,0.134104,1.0,1.0,2.307614,128,0.1518309246643947,-0.0109264959196801,0.0,False,False,False,True
1361,0.382925,0.308538,0.5,0.0,-2.0,0.25,0.429641,0.429641,0.140718,0.89259,0.89259,2.200175,128,0.1248461503037358,-0.0107137665666855,0.0,False,False,False,True
1362,0.382925,0.308538,0.5,0.0,-2.0,0.5,0.426051,0.426051,0.147897,0.786974,0.786974,2.094537,128,0.0956175610114031,-0.0104067053463336,0.0,False,False,False,True
1363,0.382925,0.308538,0.5,0.0,-2.0,0.75,0.422151,0.422151,0.155697,0.683386,0.683386,1.990936,128,0.063945543264671,-0.009984302186845,0.0,False,False,False,True
1364,0.382925,0.308538,0.5,0.0,-2.0,1.0,0.417912,0.417912,0.164175,0.582088,0.582088,1.889639,128,0.0296283863237922,-0.0094218606650428,0.0,False,False,False,True
1365,0.382925,0.308538,0.5,0.0,-1.8,0.0,0.43167,0.43167,0.13666,1.0,1.0,2.302425,128,0.1480288251204538,-0.0111519827650971,0.0,True,False,False,True
1366,0.382925,0.308538,0.5,0.0,-1.8,0.25,0.428256,0.428256,0.143488,0.892936,0.892936,2.195658,128,0.1211412928892994,-0.0109425870198618,0.0,True,False,False,True
1367,0.382925,0.308538,0.5,0.0,-1.8,0.5,0.42455,0.42455,0.150901,0.787725,0.787725,2.090778,128,0.0920761844620731,-0.0106374150128842,0.0,True,False,False,True
1368,0.382925,0.308538,0.5,0.0,-1.8,0.75,0.420522,0.420522,0.158956,0.684608,0.684608,1.988031,128,0.0606545569889373,-0.0102156295013613,0.0,True,False,False,True
1369,0.382925,0.308538,0.5,0.0,-1.8,1.0,0.416145,0.416145,0.16771,0.583855,0.583855,1.887694,128,0.0267017940355032,-0.0096521879197531,0.0,True,False,False,True
1370,0.382925,0.308538,0.5,0.0,-1.6,0.0,0.430337,0.430337,0.139326,1.0,1.0,2.297039,128,0.1440642038717855,-0.0113876527964864,0.0,True,False,False,True
1371,0.382925,0.308538,0.5,0.0,-1.6,0.25,0.426811,0.426811,0.146378,0.893297,0.893297,2.190962,128,0.117272672586997,-0.0111818588809646,0.0,True,False,False,True
1372,0.382925,0.308538,0.5,0.0,-1.6,0.5,0.422981,0.422981,0.154037,0.788509,0.788509,2.086862,128,0.0883718280910428,-0.0108791630315478,0.0,True,False,False,True
1373,0.382925,0.308538,0.5,0.0,-1.6,0.75,0.41882,0.41882,0.16236,0.685885,0.685885,1.984995,128,0.0572048208559714,-0.010458098318434,0.0,True,False,False,True
1374,0.382925,0.308538,0.5,0.0,-1.6,1.0,0.414298,0.414298,0.171404,0.585702,0.585702,1.885647,128,0.0236238291456072,-0.0098939685537039,0.0,True,False,False,True
1375,0.382925,0.308538,0.5,0.0,-1.4,0.0,0.428946,0.428946,0.142108,1.0,1.0,2.291443,128,0.1399258171897245,-0.0116341051770243,0.0,True,False,False,True
1376,0.382925,0.308538,0.5,0.0,-1.4,0.25,0.425301,0.425301,0.149397,0.893675,0.893675,2.186076,128,0.1132287226376393,-0.0114324602027177,0.0,True,False,False,True
1377,0.382925,0.308538,0.5,0.0,-1.4,0.5,0.421342,0.421342,0.157315,0.789329,0.789329,2.082778,128,0.0844930568213218,-0.0111323897683463,0.0,True,False,False,True
1378,0.382925,0.308538,0.5,0.0,-1.4,0.75,0.41704,0.41704,0.16592,0.68722,0.68722,1.981817,128,0.0535841153731215,-0.010712508138829,0.0,True,False,False,True
1379,0.382925,0.308538,0.5,0.0,-1.4,1.0,0.412366,0.412366,0.175268,0.587634,0.587634,1.883492,128,0.0203824090138126,-0.0101479717431311,0.0,True,False,False,True
1380,0.382925,0.308538,0.5,0.0,-1.2,0.0,0.427492,0.427492,0.145015,1.0,1.0,2.285625,128,0.1356009134582653,-0.0118922549808741,0.0,True,False,False,True
1381,0.382925,0.308538,0.5,0.0,-1.2,0.25,0.423723,0.423723,0.152555,0.894069,0.894069,2.180986,128,0.1089962913319579,-0.0116949616039937,0.0,True,False,False,True
1382,0.382925,0.308538,0.5,0.0,-1.2,0.5,0.419627,0.419627,0.160746,0.790187,0.790187,2.078514,128,0.0804265205795075,-0.0113980732090158,0.0,True,False,False,True
1383,0.382925,0.308538,0.5,0.0,-1.2,0.75,0.415177,0.415177,0.169647,0.688618,0.688618,1.978489,128,0.049779566749518,-0.0109796830149333,0.0,True,False,False,True
1384,0.382925,0.308538,0.5,0.0,-1.2,1.0,0.410343,0.410343,0.179313,0.589657,0.589657,1.881218,128,0.0169644273557146,-0.0104151309820218,0.0,True,False,False,True
1385,0.382925,0.308538,0.5,0.0,-1.0,0.0,0.425971,0.425971,0.148057,1.0,1.0,2.279569,128,0.1310759067627951,-0.0121628883433363,0.0,True,False,False,True
1386,0.382925,0.308538,0.5,0.0,-1.0,0.25,0.422069,0.422069,0.155861,0.894483,0.894483,2.175679,128,0.1045612340229141,-0.0119707311875754,0.0,True,False,False,True
1387,0.382925,0.308538,0.5,0.0,-1.0,0.5,0.41783,0.41783,0.164341,0.791085,0.791085,2.074059,128,0.0761573233736788,-0.0116771936785092,0.0,True,False,False,True
1388,0.382925,0.308538,0.5,0.0,-1.0,0.75,0.413223,0.413223,0.173553,0.690082,0.690082,1.974999,128,0.0457756502245019,-0.0112608126341178,0.0,True,False,False,True
1389,0.382925,0.308538,0.5,0.0,-1.0,1.0,0.408223,0.408223,0.183555,0.591777,0.591777,1.878817,128,0.0133552808563859,-0.0106963775137785,0.0,True,False,False,True
1390,0.382925,0.308538,0.5,0.0,-0.8,0.0,0.424378,0.424378,0.151244,1.0,1.0,2.273259,128,0.1263356183443693,-0.0124469572560732,0.0,True,False,False,True
1391,0.382925,0.308538,0.5,0.0,-0.8,0.25,0.420336,0.420336,0.159328,0.894916,0.894916,2.17014,128,0.0999077668888976,-0.0122603610185907,0.0,True,False,False,True
1392,0.382925,0.308538,0.5,0.0,-0.8,0.5,0.415944,0.415944,0.168112,0.792028,0.792028,2.069397,128,0.0716697926466399,-0.0119709469272773,0.0,True,False,False,True
1393,0.382925,0.308538,0.5,0.0,-0.8,0.75,0.411174,0.411174,0.177653,0.69162,0.69162,1.971334,128,0.0415578513836121,-0.0115566982067624,0.0,True,False,False,True
1394,0.382925,0.308538,0.5,0.0,-0.8,1.0,0.405997,0.405997,0.188006,0.594003,0.594003,1.876278,128,0.0095390275592356,-0.0109930534885805,0.0,True,False,False,True
1395,0.382925,0.308538,0.5,0.0,-0.6,0.0,0.422707,0.422707,0.154587,1.0,1.0,2.266677,128,0.1213630640426299,-0.0127455907573563,0.0,True,False,False,True
1396,0.382925,0.308538,0.5,0.0,-0.6,0.25,0.418517,0.418517,0.162967,0.895371,0.895371,2.164351,128,0.0950187722047781,-0.012565106658507,0.0,True,False,False,True
1397,0.382925,0.308538,0.5,0.0,-0.6,0.5,0.413964,0.413964,0.172073,0.793018,0.793018,2.064515,128,0.0669461805879837,-0.0122802100633252,0.0,True,False,False,True
1398,0.382925,0.308538,0.5,0.0,-0.6,0.75,0.40902,0.40902,0.18196,0.693235,0.693235,1.967481,128,0.0371066422277209,-0.0118688026083755,0.0,True,False,False,True
1399,0.382925,0.308538,0.5,0.0,-0.6,1.0,0.403659,0.403659,0.192682,0.596341,0.596341,1.873589,128,0.0054975896647314,-0.0113061440064448,0.0,True,False,False,True
1400,0.382925,0.308538,0.5,0.0,-0.4,0.0,0.420951,0.420951,0.158099,1.0,1.0,2.259803,128,0.1161391111946573,-0.0130600961207635,0.0,True,False,False,True
1401,0.382925,0.308538,0.5,0.0,-0.4,0.25,0.416604,0.416604,0.166793,0.895849,0.895849,2.158295,128,0.0898740968904368,-0.0128863470739063,0.0,True,False,False,True
1402,0.382925,0.308538,0.5,0.0,-0.4,0.5,0.41188,0.41188,0.176239,0.79406,0.79406,2.059394,128,0.0619661870752778,-0.0126066219633587,0.0,True,False,False,True
1403,0.382925,0.308538,0.5,0.0,-0.4,0.75,0.406754,0.406754,0.186493,0.694935,0.694935,1.963425,128,0.0324029629296197,-0.012198331823113,0.0,True,False,False,True
1404,0.382925,0.308538,0.5,0.0,-0.4,1.0,0.401199,0.401199,0.197602,0.598801,0.598801,1.870737,128,0.0012110600249694,-0.0116371650088291,0.0,True,False,False,True
1405,0.382925,0.308538,0.5,0.0,-0.2,0.0,0.419103,0.419103,0.161794,1.0,1.0,2.252616,128,0.1106426487014943,-0.0133917973097653,0.0,True,False,False,True
1406,0.382925,0.308538,0.5,0.0,-0.2,0.25,0.414589,0.414589,0.170821,0.896353,0.896353,2.15195,128,0.0844521835401583,-0.0132255296268376,0.0,True,False,False,True
1407,0.382925,0.308538,0.5,0.0,-0.2,0.5,0.409686,0.409686,0.180628,0.795157,0.795157,2.054016,128,0.0567083134717255,-0.0129512611503328,0.0,True,False,False,True
1408,0.382925,0.308538,0.5,0.0,-0.2,0.75,0.404366,0.404366,0.191268,0.696725,0.696725,1.95915,128,0.0274235580347231,-0.01254682530901,0.0,True,False,False,True
1409,0.382925,0.308538,0.5,0.0,-0.2,1.0,0.398608,0.398608,0.202785,0.601392,0.601392,1.867709,128,-0.003342839614227,-0.011987524133169,0.0,True,False,True,False
1410,0.382925,0.308538,0.5,0.0,-0.0,0.0,0.417156,0.417156,0.165687,1.0,1.0,2.245092,128,0.1048506373201869,-0.0137420477899239,0.0,True,False,False,True
1411,0.382925,0.308538,0.5,0.0,-0.0,0.25,0.412465,0.412465,0.17507,0.896884,0.896884,2.145295,128,0.0787292042182847,-0.0135839335830883,0.0,True,False,False,True
1412,0.382925,0.308538,0.5,0.0,-0.0,0.5,0.40737,0.40737,0.185259,0.796315,0.796315,2.048361,128,0.0511469300575026,-0.0133160816663733,0.0,True,False,False,True
1413,0.382925,0.308538,0.5,0.0,-0.0,0.75,0.401847,0.401847,0.196307,0.698615,0.698615,1.954637,128,0.0221446749576991,-0.0129158233619741,0.0,True,False,False,True
1414,0.382925,0.308538,0.5,0.0,-0.0,1.0,0.395874,0.395874,0.208251,0.604126,0.604126,1.864487,128,-0.00818921471001,-0.0123590637218042,0.0,True,False,True,False
1415,0.382925,0.308538,0.5,0.0,0.2,0.0,0.415101,0.415101,0.169798,1.0,1.0,2.237203,128,0.0987367083220806,-0.0141125519182136,0.0,True,False,False,True
1416,0.382925,0.308538,0.5,0.0,0.2,0.25,0.410221,0.410221,0.179557,0.897445,0.897445,2.138305,128,0.0726773791658411,-0.0139634862153554,0.0,True,False,False,True
1417,0.382925,0.308538,0.5,0.0,0.2,0.5,0.404923,0.404923,0.190153,0.797538,0.797538,2.042406,128,0.0452546094832973,-0.0137026353361217,0.0,True,False,False,True
1418,0.382925,0.308538,0.5,0.0,0.2,0.75,0.399184,0.399184,0.201631,0.700612,0.700612,1.949866,128,0.016536992649102,-0.0133073198327233,0.0,True,False,False,True
1419,0.382925,0.308538,0.5,0.0,0.2,1.0,0.392987,0.392987,0.214026,0.607013,0.607013,1.861055,128,-0.013355806105043,-0.0127533774126324,0.0,True,False,True,False
1420,0.382925,0.308538,0.5,0.0,0.4,0.0,0.412928,0.412928,0.174144,1.0,1.0,2.228921,128,0.0922710546445423,-0.0145051844813901,0.0,True,False,False,True
1421,0.382925,0.308538,0.5,0.0,0.4,0.25,0.407847,0.407847,0.184307,0.898038,0.898038,2.130951,128,0.0662664327329294,-0.0143659928818849,0.0,True,False,False,True
1422,0.382925,0.308538,0.5,0.0,0.4,0.5,0.402333,0.402333,0.195334,0.798834,0.798834,2.036125,128,0.0390005713680964,-0.0141129758244306,0.0,True,False,False,True
1423,0.382925,0.308538,0.5,0.0,0.4,0.75,0.396366,0.396366,0.207268,0.702725,0.702725,1.944813,128,0.0105696950509078,-0.0137231438690396,0.0,True,False,False,True
1424,0.382925,0.308538,0.5,0.0,0.4,1.0,0.389933,0.389933,0.220133,0.610067,0.610067,1.857392,128,-0.0188741539660417,-0.0131726250282106,0.0,True,False,True,False
1425,0.382925,0.308538,0.5,0.0,0.6,0.0,0.410625,0.410625,0.17875,1.0,1.0,2.220211,128,0.0854195503941647,-0.0149221916728706,0.0,True,False,False,True
1426,0.382925,0.308538,0.5,0.0,0.6,0.25,0.405329,0.405329,0.189343,0.898668,0.898668,2.123202,128,0.0594609680905567,-0.014793913567707,0.0,True,False,False,True
1427,0.382925,0.308538,0.5,0.0,0.6,0.5,0.399586,0.399586,0.200829,0.800207,0.800207,2.02949,128,0.0323482877966443,-0.0145493799144527,0.0,True,False,False,True
1428,0.382925,0.308538,0.5,0.0,0.6,0.75,0.393378,0.393378,0.213244,0.704966,0.704966,1.939455,128,0.0042071224223291,-0.0141656734455497,0.0,True,False,False,True
1429,0.382925,0.308538,0.5,0.0,0.6,1.0,0.386698,0.386698,0.226604,0.613302,0.613302,1.853476,128,-0.0247794830241345,-0.013618993397698,0.0,True,False,True,False
1430,0.382925,0.308538,0.5,0.0,0.8,0.0,0.408179,0.408179,0.183642,1.0,1.0,2.211037,128,0.0781436553283295,-0.0153659971826357,0.0,True,False,False,True
1431,0.382925,0.308538,0.5,0.0,0.8,0.25,0.402653,0.402653,0.194694,0.899337,0.899337,2.115023,128,0.0522209993787121,-0.015249699202136,0.0,True,False,False,True
1432,0.382925,0.308538,0.5,0.0,0.8,0.5,0.396666,0.396666,0.206668,0.801667,0.801667,2.022469,128,0.0252575578473627,-0.0150145341884885,0.0,True,False,False,True
1433,0.382925,0.308538,0.5,0.0,0.8,0.75,0.390204,0.390204,0.219591,0.707347,0.707347,1.933761,128,-0.0025910541544603,-0.0146374774150578,0.0,True,False,True,False
1434,0.382925,0.308538,0.5,0.0,0.8,1.0,0.383266,0.383266,0.233469,0.616734,0.616734,1.849283,128,-0.0311115536803891,-0.0140949577759347,0.0,True,False,True,False
1435,0.382925,0.308538,0.5,0.0,1.0,0.0,0.405577,0.405577,0.188847,1.0,1.0,2.201356,128,0.0704011631736956,-0.015839087174161,0.0,True,False,False,True
1436,0.382925,0.308538,0.5,0.0,1.0,0.25,0.399804,0.399804,0.200391,0.900049,0.900049,2.106376,128,0.044502232202089,-0.0157360085903801,0.0,True,False,False,True
1437,0.382925,0.308538,0.5,0.0,1.0,0.5,0.393558,0.393558,0.212885,0.803221,0.803221,2.015026,128,0.0176838701349318,-0.0155109770397744,0.0,True,False,False,True
1438,0.382925,0.308538,0.5,0.0,1.0,0.75,0.386827,0.386827,0.226346,0.70988,0.70988,1.927702,128,-0.0098702257342215,-0.015141238007036,0.0,True,False,True,False
1439,0.382925,0.308538,0.5,0.0,1.0,1.0,0.379618,0.379618,0.240764,0.620382,0.620382,1.844784,128,-0.037915793414435,-0.0146034314795051,0.0,True,False,True,False
1440,0.47725,0.02275,1.0,-1.0,-2.0,0.0,0.330128,0.330128,0.339744,1.0,1.0,1.526785,64,0.2496621158651709,-0.0469703752467471,0.0,False,False,False,True
1441,0.47725,0.02275,1.0,-1.0,-2.0,0.25,0.324614,0.324614,0.350771,0.918846,0.918846,1.484151,64,0.2319326402651429,-0.0454448623077216,0.0,False,False,False,True
1442,0.47725,0.02275,1.0,-1.0,-2.0,0.5,0.318903,0.318903,0.362193,0.840548,0.840548,1.443087,64,0.2138692413599139,-0.0437375811496179,0.0,False,False,False,True
1443,0.47725,0.02275,1.0,-1.0,-2.0,0.75,0.313004,0.313004,0.373992,0.765247,0.765247,1.403679,64,0.1955459898528595,-0.0418481413764431,0.0,False,False,False,True
1444,0.47725,0.02275,1.0,-1.0,-2.0,1.0,0.306927,0.306927,0.386146,0.693073,0.693073,1.366009,64,0.1770488151057491,-0.0397802004991822,0.0,False,False,False,True
1445,0.47725,0.02275,1.0,-1.0,-1.8,0.0,0.32236,0.32236,0.35528,1.0,1.0,1.509283,64,0.2415517363308541,-0.0490813153944811,0.0,True,False,False,True
1446,0.47725,0.02275,1.0,-1.0,-1.8,0.25,0.316574,0.316574,0.366852,0.920857,0.920857,1.468478,64,0.2242199410549169,-0.0475070773918619,0.0,True,False,False,True
1447,0.47725,0.02275,1.0,-1.0,-1.8,0.5,0.310602,0.310602,0.378796,0.844699,0.844699,1.429326,64,0.2066663843369831,-0.045753705275509,0.0,True,False,False,True
1448,0.47725,0.02275,1.0,-1.0,-1.8,0.75,0.304456,0.304456,0.391088,0.771658,0.771658,1.391906,64,0.1889738209602864,-0.0438242532964397,0.0,True,False,False,True
1449,0.47725,0.02275,1.0,-1.0,-1.8,1.0,0.298153,0.298153,0.403694,0.701847,0.701847,1.356286,64,0.1712348329804068,-0.0417254498754481,0.0,True,False,False,True
1450,0.47725,0.02275,1.0,-1.0,-1.6,0.0,0.313669,0.313669,0.372663,1.0,1.0,1.49017,64,0.2324775910052081,-0.0513878493140589,0.0,True,False,False,True
1451,0.47725,0.02275,1.0,-1.0,-1.6,0.25,0.307592,0.307592,0.384815,0.923102,0.923102,1.451312,64,0.2155798171542534,-0.0497571013760169,0.0,True,False,False,True
1452,0.47725,0.02275,1.0,-1.0,-1.6,0.5,0.301346,0.301346,0.397307,0.849327,0.849327,1.41419,64,0.1985790139255679,-0.0479510357148477,0.0,True,False,False,True
1453,0.47725,0.02275,1.0,-1.0,-1.6,0.75,0.294948,0.294948,0.410103,0.778789,0.778789,1.378868,64,0.1815639831397914,-0.0459762619299908,0.0,True,False,False,True
1454,0.47725,0.02275,1.0,-1.0,-1.6,1.0,0.28842,0.28842,0.423161,0.71158,0.71158,1.345401,64,0.1646299910702682,-0.0438431383288546,0.0,True,False,False,True
1455,0.47725,0.02275,1.0,-1.0,-1.4,0.0,0.303857,0.303857,0.392285,1.0,1.0,1.469167,64,0.2222337723701337,-0.0539107387797321,0.0,True,False,False,True
1456,0.47725,0.02275,1.0,-1.0,-1.4,0.25,0.297474,0.297474,0.405053,0.925632,0.925632,1.432393,64,0.2058165021006394,-0.052212477233902,0.0,True,False,False,True
1457,0.47725,0.02275,1.0,-1.0,-1.4,0.5,0.290945,0.290945,0.41811,0.854528,0.854528,1.397434,64,0.1894201107748347,-0.0503445312444677,0.0,True,False,False,True
1458,0.47725,0.02275,1.0,-1.0,-1.4,0.75,0.284294,0.284294,0.431412,0.786779,0.786779,1.364338,64,0.1731367940033896,-0.0483171478572561,0.0,True,False,False,True
1459,0.47725,0.02275,1.0,-1.0,-1.4,1.0,0.277548,0.277548,0.444905,0.722452,0.722452,1.333138,64,0.1570619006437481,-0.0461448493896297,0.0,True,False,False,True
1460,0.47725,0.02275,1.0,-1.0,-1.2,0.0,0.292666,0.292666,0.414667,1.0,1.0,1.445923,64,0.2105495864047057,-0.0566667225398436,0.0,True,False,False,True
1461,0.47725,0.02275,1.0,-1.0,-1.2,0.25,0.285963,0.285963,0.428074,0.928509,0.928509,1.411395,64,0.1946703970070281,-0.0548861651265285,0.0,True,False,False,True
1462,0.47725,0.02275,1.0,-1.0,-1.2,0.5,0.279149,0.279149,0.441701,0.860425,0.860425,1.378754,64,0.1789430270760845,-0.0529435569150752,0.0,True,False,False,True
1463,0.47725,0.02275,1.0,-1.0,-1.2,0.75,0.272255,0.272255,0.455491,0.795809,0.795809,1.348026,64,0.1634593806512831,-0.0508534535288269,0.0,True,False,False,True
1464,0.47725,0.02275,1.0,-1.0,-1.2,1.0,0.26531,0.26531,0.46938,0.73469,0.73469,1.319222,64,0.1483070058419344,-0.0486345055608936,0.0,True,False,False,True
1465,0.47725,0.02275,1.0,-1.0,-1.0,0.0,0.279747,0.279747,0.440506,1.0,1.0,1.419987,64,0.1970612473565708,-0.0596614640212802,0.0,True,False,False,True
1466,0.47725,0.02275,1.0,-1.0,-1.0,0.25,0.272721,0.272721,0.454557,0.93182,0.93182,1.387902,64,0.1817978889527424,-0.0577774130411031,0.0,True,False,False,True
1467,0.47725,0.02275,1.0,-1.0,-1.0,0.5,0.265635,0.265635,0.46873,0.867183,0.867183,1.357764,64,0.1668237948618845,-0.055741983222928,0.0,True,False,False,True
1468,0.47725,0.02275,1.0,-1.0,-1.0,0.75,0.258522,0.258522,0.482956,0.806108,0.806108,1.329575,64,0.1522221530021025,-0.053574689941147,0.0,True,False,False,True
1469,0.47725,0.02275,1.0,-1.0,-1.0,1.0,0.251418,0.251418,0.497163,0.748582,0.748582,1.303312,64,0.1380717095088162,-0.051298225200991,0.0,True,False,False,True
1470,0.47725,0.02275,1.0,-1.0,-0.8,0.0,0.264624,0.264624,0.470752,1.0,1.0,1.390785,64,0.1812719820600041,-0.062870482058075,0.0,True,False,False,True
1471,0.47725,0.02275,1.0,-1.0,-0.8,0.25,0.257296,0.257296,0.485409,0.935676,0.935676,1.36139,64,0.1667342066233878,-0.0608519631635033,0.0,True,False,False,True
1472,0.47725,0.02275,1.0,-1.0,-0.8,0.5,0.249975,0.249975,0.50005,0.875013,0.875013,1.333984,64,0.1526261258376203,-0.0586983057057378,0.0,True,False,False,True
1473,0.47725,0.02275,1.0,-1.0,-0.8,0.75,0.242701,0.242701,0.514598,0.817974,0.817974,1.308535,64,0.1390185313628589,-0.0564335189546817,0.0,True,False,False,True
1474,0.47725,0.02275,1.0,-1.0,-0.8,1.0,0.235511,0.235511,0.528978,0.764489,0.764489,1.284986,64,0.1259711969683992,-0.0540840026249277,0.0,True,False,False,True
1475,0.47725,0.02275,1.0,-1.0,-0.6,0.0,0.246645,0.246645,0.50671,1.0,1.0,1.357594,64,0.1625008551381983,-0.0661968751572997,0.0,True,False,False,True
1476,0.47725,0.02275,1.0,-1.0,-0.6,0.25,0.23908,0.23908,0.52184,0.94023,0.94023,1.331212,64,0.1488516971932497,-0.0640003611875663,0.0,True,False,False,True
1477,0.47725,0.02275,1.0,-1.0,-0.6,0.5,0.231617,0.231617,0.536767,0.884192,0.884192,1.30683,64,0.1357741149308273,-0.0616931004844961,0.0,True,False,False,True
1478,0.47725,0.02275,1.0,-1.0,-0.6,0.75,0.224294,0.224294,0.551411,0.831779,0.831779,1.284372,64,0.1233153134517852,-0.0593040119984171,0.0,True,False,False,True
1479,0.47725,0.02275,1.0,-1.0,-0.6,1.0,0.217147,0.217147,0.565707,0.782853,0.782853,1.263745,64,0.1115095538328939,-0.0568619228173206,0.0,True,False,False,True
1480,0.47725,0.02275,1.0,-1.0,-0.4,0.0,0.224938,0.224938,0.550125,1.0,1.0,1.319571,64,0.1398372432978402,-0.0693750064219987,0.0,True,False,False,True
1481,0.47725,0.02275,1.0,-1.0,-0.4,0.25,0.217301,0.217301,0.565398,0.945675,0.945675,1.296645,64,0.1273384106134348,-0.0669433625255526,0.0,True,False,False,True
1482,0.47725,0.02275,1.0,-1.0,-0.4,0.5,0.209888,0.209888,0.580223,0.895056,0.895056,1.275671,64,0.1155416066280456,-0.064440576028248,0.0,True,False,False,True
1483,0.47725,0.02275,1.0,-1.0,-0.4,0.75,0.202731,0.202731,0.594539,0.847952,0.847952,1.256527,64,0.1044615476920951,-0.0618984871790626,0.0,True,False,False,True
1484,0.47725,0.02275,1.0,-1.0,-0.4,1.0,0.195849,0.195849,0.608302,0.804151,0.804151,1.239079,64,0.0940949406747879,-0.0593461775541474,0.0,True,False,False,True
1485,0.47725,0.02275,1.0,-1.0,-0.2,0.0,0.19848,0.19848,0.603039,1.0,1.0,1.276014,64,0.1122137232079613,-0.0717625278388156,0.0,True,False,False,True
1486,0.47725,0.02275,1.0,-1.0,-0.2,0.25,0.191139,0.191139,0.617723,0.952215,0.952215,1.25716,64,0.1013056483112415,-0.0690457054769323,0.0,True,False,False,True
1487,0.47725,0.02275,1.0,-1.0,-0.2,0.5,0.184158,0.184158,0.631684,0.907921,0.907921,1.240103,64,0.0911876111496256,-0.0663227860821862,0.0,True,False,False,True
1488,0.47725,0.02275,1.0,-1.0,-0.2,0.75,0.177545,0.177545,0.64491,0.866841,0.866841,1.224676,64,0.0818292820073431,-0.0636229603483118,0.0,True,False,False,True
1489,0.47725,0.02275,1.0,-1.0,-0.2,1.0,0.171297,0.171297,0.657407,0.828703,0.828703,1.210715,64,0.0731897391557298,-0.0609698676453975,0.0,True,False,False,True
1490,0.47725,0.02275,1.0,-1.0,-0.0,0.0,0.166731,0.166731,0.666537,1.0,1.0,1.227395,64,0.079065875182362,-0.0720141894747186,0.0,True,False,False,True
1491,0.47725,0.02275,1.0,-1.0,-0.0,0.25,0.160383,0.160383,0.679234,0.959904,0.959904,1.213374,64,0.0704393274581375,-0.0690665913131062,0.0,True,False,False,True
1492,0.47725,0.02275,1.0,-1.0,-0.0,0.5,0.154481,0.154481,0.691039,0.92276,0.92276,1.200799,64,0.0625744145856616,-0.0662056034848267,0.0,True,False,False,True
1493,0.47725,0.02275,1.0,-1.0,-0.0,0.75,0.148994,0.148994,0.702011,0.888254,0.888254,1.189489,64,0.0553981555142185,-0.0634451768235789,0.0,True,False,False,True
1494,0.47725,0.02275,1.0,-1.0,-0.0,1.0,0.143893,0.143893,0.712214,0.856107,0.856107,1.179286,64,0.0488437394134655,-0.0607943276366988,0.0,True,False,False,True
1495,0.47725,0.02275,1.0,-1.0,0.2,0.0,0.131703,0.131703,0.736594,1.0,1.0,1.17788,64,0.0424943549347381,-0.0682601172901219,0.0,True,False,False,True
